"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @LudwinPicon: Rt por favor. @Ronald_MacKay @amilcarmontejo https://t.co/9zPkj8As70",FALSE,0,NA,2018-10-17 18:04:46,FALSE,NA,"1052621457421930497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","isabelimatuj",20,TRUE,FALSE,NA,NA
"@amilcarmontejo Y despu<U+00E9>s la mam<U+00E1> llorando por sus beb<U+00E9>s.",FALSE,0,"amilcarmontejo",2018-10-17 18:03:56,FALSE,"1052615290482319361","1052621247488512000","372126670","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Roxanagome",0,FALSE,FALSE,NA,NA
"@amilcarmontejo @traficogt Colisi<U+00F3>n en el columpio de Vista Hermosa en direcci<U+00F3>n hacia carretera a El Salvador, car<U+2026> https://t.co/2ER2a39sVG",FALSE,0,"amilcarmontejo",2018-10-17 18:03:06,TRUE,NA,"1052621038343913478","372126670","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CrisEricastilla",0,FALSE,FALSE,NA,NA
"@EmisorasUnidas @amilcarmontejo No est<U+00E1>n trabajando, devuelvan el sueldo por dignidad",FALSE,0,"EmisorasUnidas",2018-10-17 18:02:44,FALSE,"1052617312908574721","1052620943699382273","40256008","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ecruzc18",0,FALSE,FALSE,NA,NA
"RT @SSPE15: Yo digo que ya no dejen pasar carros para villanueva desde antes de la fuente  porque solo los est<U+00E1>n enviando de regreso, conge<U+2026>",FALSE,0,NA,2018-10-17 18:02:18,FALSE,NA,"1052620833519222787",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hernandezvtas1",2,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Acaban de detener a los patojos que amedrentan a conductores y peatones, cerca de Zool<U+00F3>gico La Aurora.

#PNC les encont<U+2026>",FALSE,0,NA,2018-10-17 18:01:49,FALSE,NA,"1052620714300211200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","infoTRAFICOgt",16,TRUE,FALSE,NA,NA
"@amilcarmontejo Quien pone la gasolina?",FALSE,0,"amilcarmontejo",2018-10-17 18:01:33,FALSE,"1052615290482319361","1052620644867866624","372126670","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TruesdalePineda",0,FALSE,FALSE,NA,NA
"@amilcarmontejo https://t.co/Tv0fpgGjSt",FALSE,0,"amilcarmontejo",2018-10-17 18:01:31,FALSE,NA,"1052620638266056705","372126670","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","robin_perez1989",0,FALSE,FALSE,NA,NA
"#NoticiaAlInstante
En el #BulevarLiberaci<U+00F3>n y 11 avenida de la #zona13, capturaron a dos #hombres que amedrentaban<U+2026> https://t.co/EgYMCJto90",FALSE,0,NA,2018-10-17 18:01:25,TRUE,NA,"1052620614220075008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","notielvigilante",0,FALSE,FALSE,NA,NA
"RT @carlosmorellana: Carro Mitsubishi P 121GFR @EmixtraGT @CiudadPmt @amilcarmontejo @PNCdeGuatemala https://t.co/AtsOLCJ2R2",FALSE,0,NA,2018-10-17 18:01:25,FALSE,NA,"1052620612244463618",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hernandezvtas1",6,TRUE,FALSE,NA,NA
"RT @LudwinPicon: Rt por favor. @Ronald_MacKay @amilcarmontejo https://t.co/9zPkj8As70",FALSE,0,NA,2018-10-17 18:01:18,FALSE,NA,"1052620581961695233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bambucha181284",20,TRUE,FALSE,NA,NA
"#NoticiaAlInstante
En el #BulevarLiberaci<U+00F3>n y 11 avenida de la #zona13, capturaron a dos #hombres que amedrentaban<U+2026> https://t.co/JiTfBGAKQu",FALSE,0,NA,2018-10-17 18:01:15,TRUE,NA,"1052620571530407936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","notivigilante",0,FALSE,FALSE,NA,NA
"RT @LudwinPicon: Rt por favor. @Ronald_MacKay @amilcarmontejo https://t.co/9zPkj8As70",FALSE,0,NA,2018-10-17 18:00:49,FALSE,NA,"1052620461480267778",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fscoronado",20,TRUE,FALSE,NA,NA
"@TN23NOTICIAS @amilcarmontejo hay q ver sino son hondure<U+00F1>os muchas",FALSE,0,"TN23NOTICIAS",2018-10-17 17:58:48,FALSE,"1052617334983184386","1052619955076771840","228171408","<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume<U+00A0>for<U+00A0>Android</a>","gerzon2011",0,FALSE,FALSE,NA,NA
"@EmisorasUnidas @amilcarmontejo Es bonita esa calle",FALSE,0,"EmisorasUnidas",2018-10-17 17:58:42,FALSE,"1052617312908574721","1052619929546035202","40256008","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","romancho",0,FALSE,FALSE,NA,NA
"RT @amilcarmontejo: Acaban de detener a los patojos que amedrentan a conductores y peatones, cerca de Zool<U+00F3>gico La Aurora.

#PNC les encont<U+2026>",FALSE,0,NA,2018-10-17 17:57:48,FALSE,NA,"1052619701472251905",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","garrido_allan",16,TRUE,FALSE,NA,NA
"RT @LudwinPicon: Rt por favor. @Ronald_MacKay @amilcarmontejo https://t.co/9zPkj8As70",FALSE,0,NA,2018-10-17 17:56:37,FALSE,NA,"1052619403605491712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hernandezvtas1",20,TRUE,FALSE,NA,NA
"@EmisorasUnidas @amilcarmontejo Matasanos....",FALSE,0,"EmisorasUnidas",2018-10-17 17:55:38,FALSE,"1052617312908574721","1052619158167441408","40256008","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","perlamarinamor3",0,FALSE,FALSE,NA,NA
"RT @CanalAntigua: M<U+00E9>dicos realizan concentraci<U+00F3>n afuera del Congreso de la Rep<U+00FA>blica. Fuerzas de seguridad bloquean 9a. avenida y 10 calle<U+2026>",FALSE,0,NA,2018-10-17 17:55:30,FALSE,NA,"1052619124633948160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_ernesto1394",5,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Acaban de detener a los patojos que amedrentan a conductores y peatones, cerca de Zool<U+00F3>gico La Aurora.

#PNC les encont<U+2026>",FALSE,0,NA,2018-10-17 17:54:54,FALSE,NA,"1052618973307654144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_ernesto1394",16,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Acaban de detener a los patojos que amedrentan a conductores y peatones, cerca de Zool<U+00F3>gico La Aurora.

#PNC les encont<U+2026>",FALSE,0,NA,2018-10-17 17:54:16,FALSE,NA,"1052618814834319361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MaldonadoAlisan",16,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Acaban de detener a los patojos que amedrentan a conductores y peatones, cerca de Zool<U+00F3>gico La Aurora.

#PNC les encont<U+2026>",FALSE,0,NA,2018-10-17 17:53:19,FALSE,NA,"1052618574592847873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cadenainfogt",16,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Podr<U+00ED>a ayudarnos a compartir este mensaje, es para una vecina de la colonia Primero de Julio.

Agradezco su apoyo a otr<U+2026>",FALSE,0,NA,2018-10-17 17:52:04,FALSE,NA,"1052618259869159431",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Judith89569103",209,TRUE,FALSE,NA,NA
"RT @EmisorasUnidas: #EUTr<U+00E1>nsito | El intendente de la PMT de Guatemala @amilcarmontejo, informa que m<U+00E9>dicos est<U+00E1>n concentrados frente al Co<U+2026>",FALSE,0,NA,2018-10-17 17:52:03,FALSE,NA,"1052618253758009344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","R_emyflores",1,TRUE,FALSE,NA,NA
"@amilcarmontejo Los hubieran agarrado a pura verga de una vez",FALSE,0,"amilcarmontejo",2018-10-17 17:51:47,FALSE,"1052615290482319361","1052618188205240320","372126670","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DominicLorenti",0,FALSE,FALSE,NA,NA
"@CanalAntigua @amilcarmontejo @jdsecre Alli esta su 80% <U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923>",FALSE,0,"CanalAntigua",2018-10-17 17:51:39,FALSE,"1052613316995112960","1052618153107345408","85436367","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","soylacanalla111",0,FALSE,FALSE,NA,NA
"RT @amilcarmontejo: Acaban de detener a los patojos que amedrentan a conductores y peatones, cerca de Zool<U+00F3>gico La Aurora.

#PNC les encont<U+2026>",FALSE,0,NA,2018-10-17 17:51:17,FALSE,NA,"1052618062741073920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","niilan_s",16,TRUE,FALSE,NA,NA
"@amilcarmontejo Aunque sea una buena talegueada",FALSE,1,"amilcarmontejo",2018-10-17 17:50:19,FALSE,"1052615290482319361","1052617817407795200","372126670","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JL_01",0,FALSE,FALSE,NA,NA
"@amilcarmontejo Esos patojos ya no se componen. M<U+00E1>s grandes ser<U+00E1>n ladrones y asesinos. Matenlos de una vez.",FALSE,0,"amilcarmontejo",2018-10-17 17:49:26,FALSE,"1052615290482319361","1052617598649683969","372126670","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adictoalcigarro",0,FALSE,FALSE,NA,NA
"@amilcarmontejo Son beb<U+00E9>s.....<U+0001F416>",FALSE,0,"amilcarmontejo",2018-10-17 17:49:22,FALSE,"1052615290482319361","1052617581314621440","372126670","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChrisEspinoza82",0,FALSE,FALSE,NA,NA
"RT @LudwinPicon: Rt por favor. @Ronald_MacKay @amilcarmontejo https://t.co/9zPkj8As70",FALSE,0,NA,2018-10-17 17:49:02,FALSE,NA,"1052617496526815238",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","R_emyflores",20,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Acaban de detener a los patojos que amedrentan a conductores y peatones, cerca de Zool<U+00F3>gico La Aurora.

#PNC les encont<U+2026>",FALSE,0,NA,2018-10-17 17:48:28,FALSE,NA,"1052617352427331584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","enajera1",16,TRUE,FALSE,NA,NA
"En bulevar Liberaci<U+00F3>n 11 avenida zona 13 capturan a dos hombres que amedrentan a conductores y peatones, cerca de Z<U+2026> https://t.co/Y2gzJQuP8W",FALSE,4,NA,2018-10-17 17:48:24,TRUE,NA,"1052617334983184386",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TN23NOTICIAS",0,FALSE,FALSE,NA,NA
"#EUTr<U+00E1>nsito | El intendente de la PMT de Guatemala @amilcarmontejo, informa que m<U+00E9>dicos est<U+00E1>n concentrados frente a<U+2026> https://t.co/V6X6Mw5gIw",FALSE,3,NA,2018-10-17 17:48:18,TRUE,NA,"1052617312908574721",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","EmisorasUnidas",1,FALSE,FALSE,NA,NA
"@carlosmorellana @EmixtraGT @CiudadPmt @amilcarmontejo @PNCdeGuatemala Esta va a traer a su hijo al liceo Guatemala",FALSE,0,"carlosmorellana",2018-10-17 17:47:47,FALSE,"1052396921921388544","1052617181639278594","721089000987975680","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Maria66294409",0,FALSE,FALSE,NA,NA
"@CanalAntigua @amilcarmontejo Las mismas lacras de siempre busquen trabajo huevones",FALSE,0,"CanalAntigua",2018-10-17 17:47:29,FALSE,"1052613316995112960","1052617107186360320","85436367","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ml61095",0,FALSE,FALSE,NA,NA
"@amilcarmontejo En un rato ya est<U+00E1>n libres por falta de pruebas",FALSE,0,"amilcarmontejo",2018-10-17 17:47:13,FALSE,"1052615290482319361","1052617039863406592","372126670","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Maricelli31",0,FALSE,FALSE,NA,NA
"@amilcarmontejo Yo vi a unos malnacidos en Moto asaltando a turistas, HDP, tengan cuidado, justo enfrente del Zool<U+00F3>gico",FALSE,0,"amilcarmontejo",2018-10-17 17:45:21,FALSE,"1052615290482319361","1052616567505203201","372126670","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kfshcuster",0,FALSE,FALSE,NA,NA
"RT @amilcarmontejo: Acaban de detener a los patojos que amedrentan a conductores y peatones, cerca de Zool<U+00F3>gico La Aurora.

#PNC les encont<U+2026>",FALSE,0,NA,2018-10-17 17:43:44,FALSE,NA,"1052616161416892417",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Wichinni",16,TRUE,FALSE,NA,NA
"RT @m_mazariegos: #Tr<U+00E1>ficoGT
Aguilar Batres y 49 calle con acumulaci<U+00F3>n de agua en carril hacia el Tr<U+00E9>bol 
Afecta carril reversible hacia Ce<U+2026>",FALSE,0,NA,2018-10-17 17:42:07,FALSE,NA,"1052615754577838080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","172272ca63e64d9",5,TRUE,FALSE,NA,NA
"#NoticiaAlInstante | M<U+00E9>dicos realizan manifestaci<U+00F3>n en las afueras del @CongresoGuate.

V<U+00ED>a: @amilcarmontejo https://t.co/ldvbSuwgXm",FALSE,0,NA,2018-10-17 17:41:09,FALSE,NA,"1052615514365792256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","notielvigilante",0,FALSE,FALSE,NA,NA
"#NoticiaAlInstante | M<U+00E9>dicos realizan manifestaci<U+00F3>n en las afueras del @CongresoGuate.

V<U+00ED>a: @amilcarmontejo https://t.co/nTbG7CxkRO",FALSE,0,NA,2018-10-17 17:41:09,FALSE,NA,"1052615511287193600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","notivigilante",0,FALSE,FALSE,NA,NA
"RT @amilcarmontejo: Acaban de detener a los patojos que amedrentan a conductores y peatones, cerca de Zool<U+00F3>gico La Aurora.

#PNC les encont<U+2026>",FALSE,0,NA,2018-10-17 17:41:05,FALSE,NA,"1052615495386628097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","less_rodri",16,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Acaban de detener a los patojos que amedrentan a conductores y peatones, cerca de Zool<U+00F3>gico La Aurora.

#PNC les encont<U+2026>",FALSE,0,NA,2018-10-17 17:41:01,FALSE,NA,"1052615478374481920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ana78419017",16,TRUE,FALSE,NA,NA
"Acaban de detener a los patojos que amedrentan a conductores y peatones, cerca de Zool<U+00F3>gico La Aurora.

#PNC les en<U+2026> https://t.co/FfFOoybRTF",FALSE,33,NA,2018-10-17 17:40:16,TRUE,NA,"1052615290482319361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amilcarmontejo",16,FALSE,FALSE,NA,NA
"RT @CanalAntigua: M<U+00E9>dicos realizan concentraci<U+00F3>n afuera del Congreso de la Rep<U+00FA>blica. Fuerzas de seguridad bloquean 9a. avenida y 10 calle<U+2026>",FALSE,0,NA,2018-10-17 17:38:44,FALSE,NA,"1052614903972933632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","QBR00",5,TRUE,FALSE,NA,NA
"RT @LudwinPicon: Rt por favor. @Ronald_MacKay @amilcarmontejo https://t.co/9zPkj8As70",FALSE,0,NA,2018-10-17 17:38:10,FALSE,NA,"1052614763195355136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fenix_sagastume",20,TRUE,FALSE,NA,NA
"RT @LudwinPicon: Rt por favor. @Ronald_MacKay @amilcarmontejo https://t.co/9zPkj8As70",FALSE,0,NA,2018-10-17 17:37:21,FALSE,NA,"1052614556042895361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","markuszabaleta",20,TRUE,FALSE,NA,NA
"RT @LudwinPicon: Rt por favor. @Ronald_MacKay @amilcarmontejo https://t.co/9zPkj8As70",FALSE,0,NA,2018-10-17 17:33:28,FALSE,NA,"1052613580850380800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Blackca41640314",20,TRUE,FALSE,NA,NA
"RT @CanalAntigua: M<U+00E9>dicos realizan concentraci<U+00F3>n afuera del Congreso de la Rep<U+00FA>blica. Fuerzas de seguridad bloquean 9a. avenida y 10 calle<U+2026>",FALSE,0,NA,2018-10-17 17:33:23,FALSE,NA,"1052613558595334145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FeerMpX",5,TRUE,FALSE,NA,NA
"RT @CanalAntigua: M<U+00E9>dicos realizan concentraci<U+00F3>n afuera del Congreso de la Rep<U+00FA>blica. Fuerzas de seguridad bloquean 9a. avenida y 10 calle<U+2026>",FALSE,0,NA,2018-10-17 17:32:46,FALSE,NA,"1052613400864280577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","samaelrise",5,TRUE,FALSE,NA,NA
"RT @LudwinPicon: Rt por favor. @Ronald_MacKay @amilcarmontejo https://t.co/9zPkj8As70",FALSE,0,NA,2018-10-17 17:32:40,FALSE,NA,"1052613379632914433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","migue2078",20,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Podr<U+00ED>a ayudarnos a compartir este mensaje, es para una vecina de la colonia Primero de Julio.

Agradezco su apoyo a otr<U+2026>",FALSE,0,NA,2018-10-17 17:32:40,FALSE,NA,"1052613379473461248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marckus_23",209,TRUE,FALSE,NA,NA
"M<U+00E9>dicos realizan concentraci<U+00F3>n afuera del Congreso de la Rep<U+00FA>blica. Fuerzas de seguridad bloquean 9a. avenida y 10<U+2026> https://t.co/SD9JxlztWO",FALSE,7,NA,2018-10-17 17:32:26,TRUE,NA,"1052613316995112960",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CanalAntigua",5,FALSE,FALSE,NA,NA
"RT @LudwinPicon: Rt por favor. @Ronald_MacKay @amilcarmontejo https://t.co/9zPkj8As70",FALSE,0,NA,2018-10-17 17:32:17,FALSE,NA,"1052613282727677952",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","GustavoAdulam",20,TRUE,FALSE,NA,NA
"RT @LudwinPicon: Rt por favor. @Ronald_MacKay @amilcarmontejo https://t.co/9zPkj8As70",FALSE,0,NA,2018-10-17 17:28:57,FALSE,NA,"1052612440549146624",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lore061",20,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Podr<U+00ED>a ayudarnos a compartir este mensaje, es para una vecina de la colonia Primero de Julio.

Agradezco su apoyo a otr<U+2026>",FALSE,0,NA,2018-10-17 17:28:26,FALSE,NA,"1052612310710157312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LiliaPinzn1",209,TRUE,FALSE,NA,NA
"RT @LudwinPicon: Rt por favor. @Ronald_MacKay @amilcarmontejo https://t.co/9zPkj8As70",FALSE,0,NA,2018-10-17 17:28:13,FALSE,NA,"1052612257505529856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Krystalita72",20,TRUE,FALSE,NA,NA
"@erwinconcua @amilcarmontejo @Noticias_IGSS Gracias bendiciones",FALSE,0,"erwinconcua",2018-10-17 17:27:49,FALSE,"1052569434391502849","1052612155453960192","337965530","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SergioO56645470",0,FALSE,FALSE,NA,NA
"RT @LudwinPicon: Rt por favor. @Ronald_MacKay @amilcarmontejo https://t.co/9zPkj8As70",FALSE,0,NA,2018-10-17 17:26:36,FALSE,NA,"1052611851891040256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","emal577",20,TRUE,FALSE,NA,NA
"RT @DCH_gt: DCH Informa:

Se reporta alta carga vehicular debido a manifestaciones frente a congreso, se recomienda utilizar v<U+00ED>as alternas<U+2026>",FALSE,0,NA,2018-10-17 17:25:39,FALSE,NA,"1052611611150577664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StraVenadita",3,TRUE,FALSE,NA,NA
"RT @LudwinPicon: Rt por favor. @Ronald_MacKay @amilcarmontejo https://t.co/9zPkj8As70",FALSE,0,NA,2018-10-17 17:25:16,FALSE,NA,"1052611516376207360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JuanjoConde10",20,TRUE,FALSE,NA,NA
"M<U+00E9>dicos realizan concentraci<U+00F3>n afuera del Congreso de la Rep<U+00FA>blica. Autoridades de seguridad nacional bloquearon 9<U+2026> https://t.co/rA2TcQ33W7",FALSE,8,NA,2018-10-17 17:25:15,TRUE,NA,"1052611509187043328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amilcarmontejo",0,FALSE,FALSE,NA,NA
"RT @DCH_gt: DCH Informa:

Se reporta alta carga vehicular debido a manifestaciones frente a congreso, se recomienda utilizar v<U+00ED>as alternas<U+2026>",FALSE,0,NA,2018-10-17 17:24:49,FALSE,NA,"1052611402702233601",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amilcarmontejo",3,TRUE,FALSE,NA,NA
"RT @LudwinPicon: Rt por favor. @Ronald_MacKay @amilcarmontejo https://t.co/9zPkj8As70",FALSE,0,NA,2018-10-17 17:21:37,FALSE,NA,"1052610598738030593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amilcarmontejo",20,TRUE,FALSE,NA,NA
"@LudwinPicon @Ronald_MacKay buena ayuda mano, siempre hay alguien que necesita ese apoyo, se comparte y ojal<U+00E1> sea p<U+2026> https://t.co/KMhssNUP4s",FALSE,6,"LudwinPicon",2018-10-17 17:21:31,TRUE,"1052610128359448577","1052610573320491008","537573431","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amilcarmontejo",2,FALSE,FALSE,NA,NA
"RT @erwinconcua: Ante la #LluviaGT @Noticias_IGSS hace estas recomendaciones a los motoristas:
<U+0001F3CD> No conduzca a exceso de velocidad.
<U+0001F3CD> Use s<U+2026>",FALSE,0,NA,2018-10-17 17:21:00,FALSE,NA,"1052610442944794624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","isajustone",9,TRUE,FALSE,NA,NA
"Rt por favor. @Ronald_MacKay @amilcarmontejo https://t.co/9zPkj8As70",FALSE,7,NA,2018-10-17 17:19:45,FALSE,NA,"1052610128359448577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LudwinPicon",20,FALSE,FALSE,NA,NA
"RT @amilcarmontejo: Podr<U+00ED>a ayudarnos a compartir este mensaje, es para una vecina de la colonia Primero de Julio.

Agradezco su apoyo a otr<U+2026>",FALSE,0,NA,2018-10-17 17:17:16,FALSE,NA,"1052609501856194560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","asifuinabyron2",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Podr<U+00ED>a ayudarnos a compartir este mensaje, es para una vecina de la colonia Primero de Julio.

Agradezco su apoyo a otr<U+2026>",FALSE,0,NA,2018-10-17 17:17:15,FALSE,NA,"1052609497263366145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gabestadadeleon",209,TRUE,FALSE,NA,NA
"RT @SoloDimeA_: #Precauci<U+00F3>n impactante se derrumba la mitad de la secci<U+00F3>n conexi<U+00F3>n San Crist<U+00F3>bal Villalobos. No se permite m<U+00E1>s el paso de p<U+2026>",FALSE,0,NA,2018-10-17 17:16:23,FALSE,NA,"1052609280837332992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DashcamGT",1,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Podr<U+00ED>a ayudarnos a compartir este mensaje, es para una vecina de la colonia Primero de Julio.

Agradezco su apoyo a otr<U+2026>",FALSE,0,NA,2018-10-17 17:15:41,FALSE,NA,"1052609102143246337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MildredLeal4",209,TRUE,FALSE,NA,NA
"@ezapeta @amilcarmontejo Que nivel",FALSE,0,"ezapeta",2018-10-17 17:12:23,FALSE,"1052520700706205696","1052608274917285889","44941939","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Roberto06523170",0,FALSE,FALSE,NA,NA
"RT @PublinewsGT: #TraficoGT
Inquilinos de un mercado de Amatitl<U+00E1>n, realizan marcha que sali<U+00F3> de Centro C<U+00ED>vico y avanza por el Paseode La Se<U+2026>",FALSE,0,NA,2018-10-17 17:08:48,FALSE,NA,"1052607370864410624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShenyChapas",1,TRUE,FALSE,NA,NA
"#TraficoGT
Inquilinos de un mercado de Amatitl<U+00E1>n, realizan marcha que sali<U+00F3> de Centro C<U+00ED>vico y avanza por el Paseod<U+2026> https://t.co/w2HZHPY8my",FALSE,2,NA,2018-10-17 17:04:31,TRUE,NA,"1052606293293391872",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ElPopularGT",0,FALSE,FALSE,NA,NA
"#TraficoGT
Inquilinos de un mercado de Amatitl<U+00E1>n, realizan marcha que sali<U+00F3> de Centro C<U+00ED>vico y avanza por el Paseod<U+2026> https://t.co/qUjH8OXuOC",FALSE,0,NA,2018-10-17 17:04:15,TRUE,NA,"1052606227799261185",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PublinewsGT",1,FALSE,FALSE,NA,NA
